transcript_id	seqnames	strand	gene	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence	CAGE_TSS_ratio	putatives_to_keep
ORF45-ORF46-PC-Long-1	NC_001491.2	+	ORF45	Torma_et_al	Multicistronic-Long	mRNA.TU.24-TSS.3229.1-0--0.2::+	82841	distance <= 25	1	**	5	767.898535723	82842-87824				0	0	0	0	0	7	0	4	2	13	3		
ORF45-ORF46-PC-Long-2	NC_001491.2	+	ORF45	Torma_et_al	Multicistronic-Long			NA					84189-87824				0	0	0	2	9	68	9	24	15	127	6		
ORF45-ORF46-PC-Long-3	NC_001491.2	+	ORF45	Torma_et_al	Multicistronic-Long			NA					84295-87824				0	0	0	0	3	8	1	0	0	12	3		
ORF46	NC_001491.2	+	ORF46	Torma_et_al	Monocistronic	mRNA.TU.25-TSS.3255.1-0--0.07::+	86363	distance <= 25	1	***	9	86536.604073751	86362-87824				0	2	1	23	194	701	227	299	461	1908	8		
ORF46-L1	NC_001491.2	+	ORF46	Torma_et_al	Monocistronic-Long			NA		**	3	1498.735337916	84815-87824				0	0	0	0	5	18	5	6	9	43	5		
ORF46-Monocistronic-Short-novTX_318	NC_001491.2	+	ORF46	Tombacz_et_al	Monocistronic-Short	mRNA.TU.25-TSS.3258.1-0--1.72::+	86375	distance <= 25	8	***	9		86383-87824				0	0	0	0	3	1	2	0	2	8	4		
ORF46-Non-coding-novTX_165	NC_001491.2	+	ORF46	Tombacz_et_al	Non-coding	mRNA.TU.25-TSS.3486.1-0--0.25::+	87562	distance <= 25	0	**	3		87562-87824				0	0	0	2	0	2	4	1	1	10	5		
ORF46-ORF48-ORF49-ORF50	NC_001491.2	+	ORF46	Torma_et_al	Multicistronic			NA					84907-93028				0	0	0	0	0	1	0	0	0	1	1		
ORF46-ORF48-ORF49-ORF50-ORF51-ORF52-ORF53-CX-Canonic	NC_001491.2	+	ORF46	Torma_et_al	Multicistronic	mRNA.TU.25-TSS.3255.1-0--0.07::+	86363	distance <= 25	1	***	9	86536.604073751	86362-98004				0	0	0	0	0	1	0	0	0	1	1		
ORF46-ORF48-ORF49-ORF50-ORF51-PC-Canonic	NC_001491.2	+	ORF46	Torma_et_al	Multicistronic	mRNA.TU.25-TSS.3255.1-0--0.07::+	86363	distance <= 25	1	***	9	86536.604073751	86362-93028				0	0	0	0	2	8	0	3	2	15	4		
ORF48-ORF49-ORF50-ORF51-ORF52-ORF53-ORF54	NC_001491.2	+	ORF48	Torma_et_al	Multicistronic			NA					87844-99343				0	0	0	0	0	0	0	0	1	1	1		
ORF48-ORF49-ORF50-ORF51-PC-Canonic	NC_001491.2	+	ORF48	Torma_et_al	Multicistronic			NA		***	5	2154.911733178	88589-93028				0	0	0	0	4	87	18	74	48	231	5		
ORF48-ORF49-ORF50-ORF51-PC-Long	NC_001491.2	+	ORF48	Torma_et_al	Multicistronic-Long			NA		***	9	10382.903119899	88429-93028				0	1	1	1	20	32	2	8	5	70	8		
ORF48-ORF49-ORF50-ORF51-PC-Long-1	NC_001491.2	+	ORF48	Torma_et_al	Multicistronic-Long			NA					87846-93028				0	0	0	0	1	22	3	39	10	75	5		
ORF48-ORF49-ORF50-ORF51-PC-Long-2	NC_001491.2	+	ORF48	Torma_et_al	Multicistronic-Long			NA		***	8	8784.304399365	88297-93028				0	0	1	3	14	57	7	33	29	144	7		
ORF49-Antisense-Long-novTX_512	NC_001491.2	-	ORF49	Tombacz_et_al	Antisense-Long			NA		***	7		89245-90532				0	0	0	0	1	0	0	0	0	1	1		
ORF49-Antisense-Long-novTX_706	NC_001491.2	-	ORF49	Tombacz_et_al	Antisense-Long			NA		***	7		89245-90504				0	0	0	2	1	2	0	0	0	5	3		
ORF49-ORF50-ORF51-PC-Canonic	NC_001491.2	+	ORF49	Torma_et_al	Multicistronic			NA		***	9	15996.985830107	89351-93028				0	1	1	4	15	50	5	20	17	113	8		
ORF49-ORF50-ORF51-PC-Long	NC_001491.2	+	ORF49	Torma_et_al	Multicistronic-Long			NA					89189-93028				0	0	2	4	20	31	2	11	6	76	7		
ORF5	NC_001491.2	-	ORF5	Torma_et_al	Monocistronic	mRNA.TU.3-TSS.437.1-0--1.66::-	5937	distance <= 25	15	***	9	69186.87112231	4391-5952				0	429	477	394	416	620	68	53	64	2521	8		
ORF5-L1	NC_001491.2	-	ORF5	Torma_et_al	Monocistronic-Long	mRNA.TU.3-TSS.452.1-0--0.07::-	6489	distance <= 25	20				4391-6509				0	0	0	0	3	7	8	14	10	42	5		
ORF5-L2	NC_001491.2	-	ORF5	Torma_et_al	Monocistronic-Long			NA					4391-6901				0	0	0	0	1	6	12	13	14	46	5		
ORF5-Monocistronic-Short-novTX_778	NC_001491.2	-	ORF5	Tombacz_et_al	Monocistronic-Short	mRNA.TU.3-TSS.437.1-0--1.66::-	5937	distance <= 25	4	***	9		4391-5941				0	1	1	0	0	0	0	0	0	2	2		
ORF5-ORF4-PC-Canonic	NC_001491.2	-	ORF5	Torma_et_al	Multicistronic	mRNA.TU.3-TSS.437.1-0--1.66::-	5937	distance <= 25	15	***	9	69186.87112231	3635-5952				0	17	15	9	11	11	3	5	1	72	8		
ORF5-ORF6-ORF7-ORF8-CX-Canonic	NC_001491.2	+	ORF8	Torma_et_al	Multicistronic			NA					3872-11067				0	0	0	0	0	2	0	0	0	2	1		
ORF5-Putative mRNA-novTX_363	NC_001491.2	-	ORF5	Tombacz_et_al	Putative mRNA	mRNA.TU.3-TSS.291.1-0--0.32::-	5061	distance <= 25	2	***	3		4391-5063				0	0	1	2	0	0	2	1	5	11	5	0.0101750483408398	
ORF5-Putative mRNA-novTX_366	NC_001491.2	-	ORF5	Tombacz_et_al	Putative mRNA	mRNA.TU.3-TSS.413.1-0--0.23::-	5773	distance <= 25	3	**	5		4391-5770				0	0	0	2	1	1	4	2	3	13	6	0.0101750483408398	
ORF5-Putative mRNA-novTX_783	NC_001491.2	-	ORF5	Tombacz_et_al	Putative mRNA	mRNA.TU.3-TSS.416.1-0--0.18::-	5786	distance <= 25	0	**	5		4391-5786				0	0	0	0	0	0	0	1	0	1	1	0.0101750483408398	
ORF50-Multicistronic-Long-novTX_168	NC_001491.2	+	ORF50	Tombacz_et_al	Multicistronic-Long	mRNA.TU.26-TSS.3501.1-0--0.11::+	90696	distance <= 50	46	***	9		90650-93028				0	0	0	0	1	3	2	1	0	7	4		
ORF50-Multicistronic-Long-novTX_169	NC_001491.2	+	ORF50	Tombacz_et_al	Multicistronic-Long	mRNA.TU.26-TSS.3501.1-0--0.11::+	90696	distance <= 50	33	***	9		90663-93028				0	1	0	0	1	2	4	1	0	9	5		
ORF50-Multicistronic-Long-novTX_172	NC_001491.2	+	ORF50	Tombacz_et_al	Multicistronic-Long	mRNA.TU.26-TSS.3501.1-0--0.11::+	90696	distance <= 25	11	***	9		90707-93028				0	0	0	1	1	1	0	0	0	3	3		
ORF50-Multicistronic-Short-novTX_175	NC_001491.2	+	ORF50	Tombacz_et_al	Multicistronic-Short	mRNA.TU.26-TSS.3501.1-0--0.11::+	90696	distance <= 100	88	***	6		90784-93028				0	0	0	3	3	4	2	0	3	15	5		
ORF50-Multicistronic-Short-novTX_265	NC_001491.2	+	ORF50	Tombacz_et_al	Multicistronic-Short	mRNA.TU.26-TSS.3501.1-0--0.11::+	90696	distance <= 50	38	***	9		90734-93028				0	0	0	1	2	3	0	0	2	8	4		
ORF50-ORF51-Canonic	NC_001491.2	+	ORF50	Torma_et_al	Multicistronic	mRNA.TU.26-TSS.3501.1-0--0.11::+	90696	distance <= 50	26	***	9	97815.579059717	90722-93028				0	8	18	38	99	177	22	36	45	443	8		
ORF50-ORF51-PC-Long	NC_001491.2	+	ORF50	Torma_et_al	Multicistronic-Long			NA		***	8	3920.396308745	90586-93028				0	1	1	3	6	10	2	0	4	27	7		
ORF50-ORF51-PC-Long-1	NC_001491.2	+	ORF50	Torma_et_al	Multicistronic-Long			NA					90226-93028				0	0	0	6	12	5	21	5	27	76	6		
ORF50-ORF51-PC-Long-2	NC_001491.2	+	ORF50	Torma_et_al	Multicistronic-Long	mRNA.TU.26-TSS.3501.1-0--0.11::+	90696	distance <= 25	10	***	9	97815.579059717	90686-93028				0	40	50	31	99	153	15	23	14	425	8		
ORF51	NC_001491.2	+	ORF51	Torma_et_al	Monocistronic	mRNA.TU.26-TSS.3708.1-0--0.18::+	92731	distance <= 25	1	*	2	466.852265231	92730-93028				0	2	9	72	57	95	78	28	73	414	8		
ORF51-Monocistronic-Long-novTX_180	NC_001491.2	+	ORF51	Tombacz_et_al	Monocistronic-Long	mRNA.TU.26-TSS.3509.1-0--0.07::+	91213	distance <= 25	11	**	5		91202-93028				0	0	0	0	0	3	1	2	1	7	4		
ORF51-Monocistronic-Long-novTX_182	NC_001491.2	+	ORF51	Tombacz_et_al	Monocistronic-Long	mRNA.TU.26-TSS.3627.1-0--0.25::+	92379	distance <= 25	1	***	9		92378-93028				0	0	0	0	4	4	2	2	5	17	5		
ORF51-Monocistronic-Long-novTX_291	NC_001491.2	+	ORF51	Tombacz_et_al	Monocistronic-Long	mRNA.TU.26-TSS.3643.1-0--0.58::+	92457	distance <= 25	2	***	9		92455-93028				0	0	0	1	2	6	3	1	0	13	5		
ORF51-ORF52-ORF53-ORF54-CX-Canonic	NC_001491.2	+	ORF51	Torma_et_al	Multicistronic	mRNA.TU.26-TSS.3635.1-0--0.2::+	92410	distance <= 25	1	***	9	52428.621414893	92409-99345				0	0	0	0	0	4	0	0	1	5	2		
ORF52	NC_001491.2	-	ORF52	Torma_et_al	Monocistronic	mRNA.TU.31-TSS.3280.1-0--0.03::-	94742	distance <= 25	5	***	9	9746.277418234	93031-94747				0	0	0	9	77	874	856	1943	2862	6621	6		
ORF52-L1	NC_001491.2	-	ORF52	Torma_et_al	Monocistronic-Long			NA					93031-95145				0	0	0	1	12	34	10	24	23	104	6		
ORF52-L2	NC_001491.2	-	ORF52	Torma_et_al	Monocistronic-Long			NA		*	1	105.163529288	93031-95921				0	0	0	0	0	6	2	7	7	22	4		
ORF52-L3	NC_001491.2	-	ORF52	Torma_et_al	Monocistronic-Long			NA					93031-96281				0	0	0	0	1	23	13	33	30	100	5		
ORF52-Monocistronic-Long-novTX_526	NC_001491.2	-	ORF52	Tombacz_et_al	Monocistronic-Long	mRNA.TU.31-TSS.3280.1-0--0.03::-	94742	distance <= 100	64	***	3		93031-94806				0	0	0	0	0	1	1	1	2	5	4		
ORF52-Non-coding-novTX_770	NC_001491.2	-	ORF52	Tombacz_et_al	Non-coding	mRNA.TU.31-TSS.2971.1-0--0.27::-	93242	distance <= 25	0	**	3		93031-93242				0	0	0	1	0	0	3	0	1	5	3		
ORF52-ORF51-ORF50-ORF49-ORF48-ORF44_47-ORF46-ORF45-CX-Canonic	NC_001491.2	-		Torma_et_al	Multicistronic	mRNA.TU.31-TSS.3257.1-0--0.09::-	94548	distance <= 25	3	***	9	117024.764956876	83090-94551																
ORF52-ORF53-ORF54-CX-Canonic	NC_001491.2	+	ORF53	Torma_et_al	Multicistronic	mRNA.TU.26-TSS.3720.1-0--0.23::+	92784	distance <= 25	2				92786-99345				0	0	0	0	0	3	0	0	0	3	1		
ORF52-Putative mRNA-novTX_520	NC_001491.2	-	ORF52	Tombacz_et_al	Putative mRNA	mRNA.TU.31-TSS.3200.1-0--0.4::-	94227	distance <= 25	0	**	4		93031-94227				0	0	0	0	0	1	5	0	1	7	3	0.160815746753247	TRUE
ORF52-Putative mRNA-novTX_722	NC_001491.2	-	ORF52	Tombacz_et_al	Putative mRNA	mRNA.TU.31-TSS.3169.1-0--0.34::-	94096	distance <= 25	1	**	3		93031-94097				0	0	0	0	0	2	0	1	0	3	2	0.160815746753247	
ORF52-Putative mRNA-novTX_784	NC_001491.2	-	ORF52	Tombacz_et_al	Putative mRNA	mRNA.TU.31-TSS.2981.1-0--0.41::-	93293	distance <= 25	2	***	6		93031-93295				0	0	0	0	0	0	2	0	0	2	1	0.160815746753247	
ORF53-Canonic	NC_001491.2	+	ORF53	Torma_et_al	Monocistronic			NA		***	9	14069.896737759	94358-98004				0	22	7	2	4	11	3	2	2	53	8		
ORF53-ORF52-CX-Canonic	NC_001491.2	-	ORF52	Torma_et_al	Multicistronic			NA					93031-98109				0	0	0	0	3	5	0	1	0	9	3		
ORF53-ORF54-ORF55-ORF56-ORF57-ORF58	NC_001491.2	+		Torma_et_al	Multicistronic			NA		***	9	14069.896737759	94358-105827																
ORF53-ORF54-PC-Canonic	NC_001491.2	+	ORF53	Torma_et_al	Multicistronic			NA		***	9	14069.896737759	94358-99345				0	50	10	1	10	35	3	12	15	136	8		
ORF53.5	NC_001491.2	+	ORF53	Torma_et_al	Putative mRNA			NA		***	8	8228.51011937	95968-98004				0	0	0	1	23	36	13	10	7	90	6	0.536068376068376	
ORF54	NC_001491.2	+	ORF54	Torma_et_al	Monocistronic	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-99345				0	0	0	4	37	1138	1448	5530	5934	14091	6		
ORF54-L1	NC_001491.2	+	ORF54	Torma_et_al	Monocistronic-Long			NA					94861-99345				0	0	0	0	0	2	0	1	8	11	3		
ORF54-L2	NC_001491.2	+	ORF54	Torma_et_al	Monocistronic-Long			NA					95199-99345				0	0	0	1	1	7	5	14	8	36	6		
ORF54-L3	NC_001491.2	+	ORF54	Torma_et_al	Monocistronic-Long			NA		***	8	8228.51011937	95968-99345				0	0	1	1	21	109	13	42	29	216	7		
ORF54-ORF55-ORF56-ORF57-CX-Canonic	NC_001491.2	+	ORF54	Torma_et_al	Multicistronic	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-105147				0	0	0	0	0	0	0	8	4	12	2		
ORF54-ORF55-ORF56-ORF57-ORF58-CX-Canonic	NC_001491.2	+	ORF54	Torma_et_al	Multicistronic	mRNA.TU.28-TSS.3743.1-0--1.41::+	96466	distance <= 25	12	***	9	43094.303212475	96454-105836				0	0	0	0	0	128	13	287	93	521	4		
ORF54-S	NC_001491.2	+	ORF54	Torma_et_al	Monocistronic-Short	mRNA.TU.28-TSS.3777.1-0--0.35::+	96916	distance <= 25	9	***	7	4439.455067837	96925-99345				0	19	20	9	17	21	16	7	33	142	8		
ORF55	NC_001491.2	-	ORF55	Torma_et_al	Monocistronic	mRNA.TU.32-TSS.3356.1-0--1.48::-	100444	distance <= 25	18	***	9	13512.047141939	99349-100462				0	1	9	29	52	53	7	2	2	155	8		
ORF55-L1	NC_001491.2	-	ORF55	Torma_et_al	Monocistronic-Long			NA					99349-101555				0	0	0	3	9	14	0	3	6	35	5		
ORF55-ORF56-ORF57-ORF58-CX-Canonic	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic	mRNA.TU.30-TSS.3978.1-0--0.3::+	98260	distance <= 25	1				98261-105836				0	0	0	0	0	0	1	1	3	5	3		
ORF55-ORF56-ORF57-ORF58-CX-Long	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Long	mRNA.TU.30-TSS.3956.1-0--0.41::+	98162	distance <= 25	0				98162-105836				0	0	0	0	0	0	1	3	2	6	3		
ORF55-ORF56-ORF57-ORF58-CX-Long-1	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Long	mRNA.TU.30-TSS.3807.1-0--0.09::+	97150	distance <= 25	0				97150-105836				0	0	0	0	0	0	0	2	2	4	2		
ORF55-ORF56-ORF57-ORF58-CX-Long-2	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Long	mRNA.TU.30-TSS.3879.1-0--0.12::+	97638	distance <= 25	4				97642-105836				0	0	0	0	0	0	0	3	1	4	2		
ORF55-ORF56-ORF57-ORF58-CX-Short-1	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short	mRNA.TU.30-TSS.4099.1-0--0.29::+	98792	distance <= 25	3				98789-105836				0	0	0	0	0	0	0	0	1	1	1		
ORF55-ORF56-ORF57-ORF58-CX-Short-2	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short	mRNA.TU.30-TSS.4143.1-0--0.25::+	99015	distance <= 25	1				99014-105836				0	0	0	0	0	1	2	2	4	9	4		
ORF55-ORF56-ORF57-ORF58-CX-Short-3	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short	mRNA.TU.30-TSS.4162.1-0--0.22::+	99097	distance <= 25	2				99095-105836				0	0	0	0	0	1	0	1	2	4	3		
ORF55-ORF56-ORF57-ORF58-CX-Short-4	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short	mRNA.TU.30-TSS.4179.1-0--0.04::+	99174	distance <= 25	3				99177-105836				0	0	0	0	0	0	1	4	2	7	3		
ORF55-ORF56-ORF57-ORF58-CX-Short-5	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short	mRNA.TU.30-TSS.3988.1-0--0.14::+	98304	distance <= 25	0				98304-105836				0	0	0	0	0	0	0	2	1	3	2		
ORF55-ORF56-ORF57-ORF58-CX-Short-6	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short	mRNA.TU.30-TSS.4014.1-0--0.14::+	98411	distance <= 25	2				98413-105836				0	0	0	0	0	0	0	1	2	3	2		
ORF55-ORF56-PC-Canonic	NC_001491.2	-	ORF56	Torma_et_al	Multicistronic			NA					99349-102618				0	1	3	2	7	26	1	10	7	57	8		
ORF55-ORF56-PC-Long	NC_001491.2	-		Torma_et_al	Multicistronic-Long			NA					99349-103717																
ORF56-ORF55-PC-Short	NC_001491.2	-	ORF56	Torma_et_al	Multicistronic-Long			NA					99349-102450				0	0	0	0	20	34	0	7	4	65	4		
ORF56-ORF57-ORF58-CX-Canonic	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic			NA					99648-105836				0	0	0	0	1	5	2	6	8	22	5		
ORF56-ORF57-ORF58-CX-Long	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Long			NA					99583-105836				0	0	0	0	0	0	4	8	4	16	3		
ORF56-ORF57-ORF58-CX-Short	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short			NA		*	2	302.909228319	100129-105836				0	0	0	0	3	5	0	6	3	17	4		
ORF56-ORF57-ORF58-CX-Short-1	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short			NA		*	2	328.80212931	99859-105836				0	0	0	0	0	7	1	0	1	9	3		
ORF56-ORF57-ORF58-CX-Short-2	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short			NA					100060-105836				0	0	0	0	0	0	3	4	4	11	3		
ORF57	NC_001491.2	+	ORF57	Torma_et_al	Monocistronic			NA		***	7	3594.735700787	102277-105147				0	9	12	4	10	5	0	1	2	43	7		
ORF57-ORF58-PC-Canonic	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic			NA					101606-105836				0	0	0	0	2	8	4	21	22	57	5		
ORF57-ORF58-PC-Long-1	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Long			NA					100852-105836				0	0	0	0	0	5	7	7	5	24	4		
ORF57-ORF58-PC-Long-2	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Long			NA					101126-105836				0	0	0	0	1	3	10	19	12	45	5		
ORF57-ORF58-PC-Long-3	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Long			NA					101331-105836				0	0	0	0	0	1	13	11	7	32	4		
ORF57-ORF58-PC-Short	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short			NA					101690-105836				0	0	0	0	0	2	16	13	9	40	4		
ORF57-ORF58-PC-Short-2	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short			NA		***	7	3594.735700787	102277-105836				0	1	1	0	2	9	8	9	9	39	7		
ORF57-ORF58-PC-Short-3	NC_001491.2	+	ORF57	Torma_et_al	Multicistronic-Short			NA					102368-105836				0	0	0	0	0	3	7	12	16	38	4		
ORF57.5	NC_001491.2	+	ORF57	Torma_et_al	Putative mRNA	mRNA.TU.35-TSS.4232.1-0--0.03::+	103724	distance <= 25	9	***	8	5103.352589142	103733-105147				0	0	0	8	8	22	7	9	6	60	6	0.907407407407407	
ORF57.6	NC_001491.2	+	ORF57	Torma_et_al	Putative mRNA	mRNA.TU.32-TSS.4340.1-0--4.78::+	104498	distance <= 25	2	***	7	2318.55775303	104496-105147				0	0	1	4	6	6	5	7	8	37	7	0.907407407407407	
ORF57.7	NC_001491.2	+	ORF57	Torma_et_al	Putative mRNA	mRNA.TU.32-TSS.4405.1-0--8.7::+	104813	distance <= 25	1				104814-105147				0	0	0	2	1	0	0	0	0	3	2		
ORF58	NC_001491.2	+	ORF58	Torma_et_al	Monocistronic	mRNA.TU.35-TSS.4443.1-0--0.21::+	105005	distance <= 25	1	***	9	17647.951411701	105006-105836				0	0	0	21	160	709	333	298	464	1985	6		
ORF58-L1	NC_001491.2	+	ORF58	Torma_et_al	Monocistronic-Long			NA					102672-105836				0	1	2	0	4	9	6	12	14	48	7		
ORF58-L2	NC_001491.2	+	ORF58	Torma_et_al	Monocistronic-Long	mRNA.TU.35-TSS.4201.2-0--0.03::+	103155	distance <= 25	12				103143-105836				0	0	0	0	1	7	118	32	46	204	5		
ORF58-L3	NC_001491.2	+	ORF58	Torma_et_al	Monocistronic-Long	mRNA.TU.35-TSS.4211.2-0--0.03::+	103426	distance <= 50	27				103399-105836				0	0	0	0	0	4	39	15	28	86	4		
ORF58-L4	NC_001491.2	+	ORF58	Torma_et_al	Monocistronic-Long	mRNA.TU.35-TSS.4232.1-0--0.03::+	103724	distance <= 25	9	***	8	5103.352589142	103733-105836				0	0	0	1	26	200	103	199	372	901	6		
ORF58.5	NC_001491.2	+	ORF58	Torma_et_al	Putative mRNA	mRNA.TU.35-TSS.4549.1-0--0.57::+	105457	distance <= 25	1				105456-105836				0	3	1	7	18	180	948	257	1137	2551	8	0.166666666666667	
ORF59	NC_001491.2	-	ORF59	Torma_et_al	Monocistronic	mRNA.TU.34-TSS.3476.1-0--1.01::-	106505	distance <= 25	1	***	8	6585.117890563	105829-106504				0	1	1	113	325	3093	4620	5778	7337	21268	8		
ORF59-L1	NC_001491.2	-	ORF59	Torma_et_al	Monocistronic-Long	mRNA.TU.34-TSS.3544.1-0--0.18::-	106802	distance <= 25	1	**	4	822.801285937	105829-106801				0	0	1	7	11	22	19	11	20	91	7		
ORF59-L2	NC_001491.2	-	ORF59	Torma_et_al	Monocistronic-Long	mRNA.TU.34-TSS.3596.1-0--0.05::-	107057	distance <= 25	2				105829-107059				0	0	1	2	3	13	28	9	26	82	7		
ORF59-Monocistronic-Long-novTX_743	NC_001491.2	-	ORF59	Tombacz_et_al	Monocistronic-Long	mRNA.TU.34-TSS.3537.1-0--0.21::-	106779	distance <= 25	2	**	4		105829-106781				0	0	0	0	0	0	1	0	1	2	2		
ORF59-Monocistronic-Long-novTX_769	NC_001491.2	-	ORF59	Tombacz_et_al	Monocistronic-Long	mRNA.TU.34-TSS.3511.1-0--0.22::-	106672	distance <= 25	2	***	9		105829-106674				0	0	0	0	0	1	1	0	0	2	2		
ORF59-Monocistronic-Short-novTX_772	NC_001491.2	-	ORF59	Tombacz_et_al	Monocistronic-Short	mRNA.TU.34-TSS.3463.1-0--0.46::-	106443	distance <= 25	0	**	5		105829-106443				0	0	0	0	0	3	4	6	11	24	4		
ORF59-Monocistronic-Short-novTX_780	NC_001491.2	-	ORF59	Tombacz_et_al	Monocistronic-Short	mRNA.TU.34-TSS.3470.1-0--0.72::-	106475	distance <= 25	0	**	5		105829-106475				0	0	0	0	0	3	6	1	2	12	4		
ORF59-Non-coding-novTX_527	NC_001491.2	-	ORF59	Tombacz_et_al	Non-coding	mRNA.TU.34-TSS.3377.1-0--0.04::-	105987	distance <= 25	19	**	4		105829-105968				0	0	0	2	2	9	26	4	9	52	6		
ORF59-Putative mRNA-novTX_707	NC_001491.2	-	ORF59	Tombacz_et_al	Putative mRNA	mRNA.TU.34-TSS.3417.1-0--1.3::-	106199	distance <= 25	5	***	6		105829-106204				0	0	0	2	2	5	8	3	11	31	6	0.211744639376218	TRUE
ORF59-Putative mRNA-novTX_708	NC_001491.2	-	ORF59	Tombacz_et_al	Putative mRNA	mRNA.TU.34-TSS.3434.1-0--0.66::-	106276	distance <= 25	2	***	6		105829-106278				0	0	0	3	1	5	11	1	15	36	6	0.211744639376218	TRUE
ORF59-Putative mRNA-novTX_763	NC_001491.2	-	ORF59	Tombacz_et_al	Putative mRNA	mRNA.TU.34-TSS.3449.1-0--1.01::-	106344	distance <= 25	2	***	3		105829-106346				0	0	1	0	2	5	12	1	12	33	6	0.211744639376218	TRUE
ORF59-Putative mRNA-novTX_771	NC_001491.2	-	ORF59	Tombacz_et_al	Putative mRNA	mRNA.TU.34-TSS.3438.1-0--0.2::-	106302	distance <= 25	1	***	6		105829-106303				0	0	0	0	0	0	2	0	1	3	2	0.211744639376218	
ORF59-Putative mRNA-novTX_774	NC_001491.2	-	ORF59	Tombacz_et_al	Putative mRNA	mRNA.TU.34-TSS.3423.1-0--0.75::-	106231	distance <= 25	1	***	6		105829-106232				0	0	0	2	0	5	10	1	16	34	5	0.211744639376218	TRUE
ORF59-Putative mRNA-novTX_782	NC_001491.2	-	ORF59	Tombacz_et_al	Putative mRNA	mRNA.TU.34-TSS.3404.1-0--0.24::-	106143	distance <= 25	1	***	3		105829-106142				0	0	0	1	0	1	8	1	4	15	5	0.211744639376218	TRUE
ORF6-ORF4-ORF3-ORF2-CX-Canonic	NC_001491.2	-	ORF6	Torma_et_al	Multicistronic			NA		***	9	20599.270658559	1918-7400				0	0	0	0	0	5	1	13	7	26	4		
ORF6-ORF5-ORF4-PC-Canonic	NC_001491.2	-	ORF6	Torma_et_al	Multicistronic			NA		***	9	20599.270658559	3635-7400				0	0	0	0	3	19	6	51	39	118	5		
ORF6-ORF5-PC-Long	NC_001491.2	-	ORF6	Torma_et_al	Multicistronic-Long			NA		**	4	888.236564285	4391-7535				0	0	0	0	1	9	3	6	7	26	5		
ORF6-ORF5-PC-canonic	NC_001491.2	-	ORF6	Torma_et_al	Multicistronic			NA		***	9	20599.270658559	4391-7400				1	0	0	15	139	695	285	1057	647	2839	7		
ORF6-ORF7-ORF8-ORF9-ORF10-ORF11	NC_001491.2	+		Torma_et_al	Multicistronic			NA					5397-13517																
ORF60-ORF59-PC-Canonic	NC_001491.2	-	ORF60	Torma_et_al	Multicistronic	mRNA.TU.34-TSS.3606.1-0--0.09::-	107149	distance <= 25	12	***	9	14846.151271311	105829-107137				0	1	0	6	88	3048	1177	2562	3164	10046	7		
ORF60-ORF59-PC-Long	NC_001491.2	-	ORF60	Torma_et_al	Multicistronic-Long	mRNA.TU.34-TSS.3660.1-0--0.03::-	107685	distance <= 50	41	*	2	565.33403924	105829-107726				0	0	0	0	2	9	3	10	14	38	5		
ORF60-ORF59-PC-Long-1	NC_001491.2	-	ORF60	Torma_et_al	Multicistronic-Long	mRNA.TU.34-TSS.3656.1-0--0.02::-	107592	distance <= 50	34	**	4	810.219926392	105829-107626				0	1	2	2	3	8	7	7	18	48	8		
ORF60-ORF59-PC-Long-2	NC_001491.2	-	ORF60	Torma_et_al	Multicistronic-Long	mRNA.TU.34-TSS.3680.1-0--0.02::-	108054	distance <= 25	15	*	1	395.491398062	105829-108039				0	0	0	2	6	19	8	5	8	48	6		
ORF60-ORF59-PC-Long-3	NC_001491.2	-	ORF60	Torma_et_al	Multicistronic-Long	mRNA.TU.34-TSS.3658.1-0--0.02::-	107661	distance <= 25	5				105829-107656				0	2	1	5	8	18	13	9	11	67	8		
