seqnames	strand	transcript_id	source	TX_category	NAGATA.transcript_id	NAGATA.prime5.TR	NAGATA.support	NAGATE.distance	CAGE_significance	CAGE_support	CAGE_score	EX_1	EX_2	EX_3	EX_4	gene	1h	2h	4h	6h	8h	12h	18h	24h	48h	sum_dcDNA_read_count	presence
NC_001491.2	-	ORF10-ORF9-CX-Canonic	Torma_et_al				NA		*	1	223.638600022	11064-12728				ORF9	0	0	0	0	0	12	2	8	4	26	4
NC_001491.2	-	ORF10-ORF9-CX-Long	Torma_et_al				NA					11064-12785				ORF9	0	0	0	0	4	15	6	5	5	35	5
NC_001491.2	-	ORF10-ORF9-CX-Long-2	Torma_et_al				NA					11064-12908				ORF9	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	-	ORF10-ORF9-CX-Long-3	Torma_et_al				NA					11064-13390				ORF9	0	0	0	0	1	17	5	10	18	51	5
NC_001491.2	-	ORF11-ORF10-ORF9-CX-Long	Torma_et_al				NA					11064-14907				ORF9	0	0	0	0	0	1	2	3	2	8	4
NC_001491.2	-	ORF12-ORF11-ORF10-ORF9-CX-Canonic	Torma_et_al				NA					11064-15699				ORF9	0	0	0	0	0	1	1	1	0	3	3
NC_001491.2	-	ORF12-ORF11-ORF10-ORF9-CX-Short	Torma_et_al				NA		*	1	105.163529288	11064-15032				ORF9	0	0	0	0	1	5	1	10	2	19	5
NC_001491.2	-	ORF12-ORF11-ORF10-ORF9-ORF8-ORF7-ORF6	Torma_et_al				NA		***	5	1660.36248233	6010-14927				ORF12	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF13-ORF12-ORF11-ORF10-ORF9	Torma_et_al				NA					11121-18207															
NC_001491.2	-	ORF13-ORF12-ORF11-ORF10-ORF9-ORF8-ORF7-ORF6-ORF5-PC-Canonic	Torma_et_al				NA		**	4	1135.183644144	4391-19687				ORF9	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF14-ORF13-ORF12-ORF11-ORF10-ORF9-CX-Canonic	Torma_et_al				NA					11062-20338				ORF9	0	0	0	0	0	1	0	0	1	2	2
NC_001491.2	-	ORF15	Torma_et_al		mRNA.TU.5-TSS.22.1-0--58.64	21197	distance <= 25	12	***	9	21752.110203323	20383-21209				ORF15	0	0	0	1	48	7984	9107	9070	4324	30534	6
NC_001491.2	-	ORF15-L1	Torma_et_al				NA					20383-22415				ORF15	0	0	0	0	0	2	11	13	7	33	4
NC_001491.2	-	ORF15-Monocistronic-Long-novTX_379	Tombacz_et_al	Monocistronic-Long			NA		***	7		20383-22761															
NC_001491.2	-	ORF15-Monocistronic-Long-novTX_689	Tombacz_et_al	Monocistronic-Long			NA		***	7		20383-22773				ORF15	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF16-ORF15-PC-Canonic	Torma_et_al		mRNA.TU.5-TSS.31.1-0--3.88	22907	distance <= 25	12	**	4	1580.508871167	20383-22919				ORF16	0	0	0	0	3	1225	550	1944	1465	5187	5
NC_001491.2	-	ORF16-ORF15-PC-Long	Torma_et_al		mRNA.TU.7-TSS.32.1-0--38.46	23535	distance <= 100	96				20383-23631				ORF16	0	0	0	0	1	6	1	2	7	17	5
NC_001491.2	-	ORF16-ORF15-PC-Short	Torma_et_al		mRNA.TU.5-TSS.31.1-0--3.88	22907	distance <= 25	14	**	4	1580.508871167	20383-22893				ORF16	0	0	0	0	1	134	124	452	402	1113	5
NC_001491.2	-	ORF17	Torma_et_al		mRNA.TU.6-TSS.33.1-0--100.0	24263	distance <= 25	13	***	9	26474.116063206	23010-24276				ORF17	0	11	2	6	14	38	11	7	2	91	8
NC_001491.2	-	ORF17-AT	Torma_et_al		mRNA.TU.6-TSS.33.1-0--100.0	24263	distance <= 25	13	***	9	26474.116063206	22942-24276				ORF17	0	0	0	1	1	1	0	1	1	5	5
NC_001491.2	-	ORF17-ORF16-ORF15-PC-Canonic	Torma_et_al		mRNA.TU.6-TSS.33.1-0--100.0	24263	distance <= 25	13	***	9	26474.116063206	20383-24276				ORF17	0	0	0	0	0	6	0	1	0	7	2
NC_001491.2	-	ORF17-ORF18-ORF19-ORF20	Torma_et_al				NA					23010-29475				ORF17	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF18	Torma_et_al		mRNA.TU.8-TSS.46.1-0--47.57	25757	distance <= 25	12				24413-25769				ORF18	0	45	62	216	1252	1862	195	172	242	4046	8
NC_001491.2	-	ORF18-L1	Torma_et_al				NA					24413-26807				ORF18	0	0	0	0	0	0	1	2	3	6	3
NC_001491.2	-	ORF18-L2	Torma_et_al				NA					24413-27011				ORF18	0	0	0	0	1	0	1	2	3	7	4
NC_001491.2	-	ORF18-L3	Torma_et_al				NA					24413-27731				ORF18	0	0	0	0	1	2	0	4	1	8	4
NC_001491.2	-	ORF18-ORF17-ORF16-ORF15-PC-Canonic	Torma_et_al		mRNA.TU.8-TSS.46.1-0--47.57	25757	distance <= 25	12				20383-25769				ORF18	0	0	0	0	4	5	0	2	1	12	4
NC_001491.2	-	ORF18-ORF17-PC-Canonic	Torma_et_al		mRNA.TU.8-TSS.46.1-0--47.57	25757	distance <= 25	12				23010-25769				ORF18	0	3	2	0	9	19	0	1	8	42	6
NC_001491.2	-	ORF18-Putative mRNA-novTX_384	Tombacz_et_al	Putative mRNA	mRNA.TU.8-TSS.46.1-0--47.57	25757	distance <= 100	91	***	6		24413-25666				ORF18	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	-	ORF18-Putative mRNA-novTX_732	Tombacz_et_al	Putative mRNA	mRNA.TU.8-TSS.38.1-0--6.49	25037	distance <= 50	40	**	4		24413-25077				ORF18	0	0	0	1	0	0	1	0	0	2	2
NC_001491.2	-	ORF18-Putative mRNA-novTX_746	Tombacz_et_al	Putative mRNA	mRNA.TU.8-TSS.46.1-0--47.57	25757	distance <= 100	78	***	6		24413-25679				ORF18	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF18.5	Torma_et_al	Putative mRNA	mRNA.TU.8-TSS.34.1-0--4.32	24695	distance <= 100	65				24413-24630				ORF18	0	0	8	78	38	72	39	15	34	284	7
NC_001491.2	-	ORF2	Torma_et_al		mRNA.TU.1-TSS.6.1-0--40.72	2659	distance <= 25	13	***	9	57730.841172299	1918-2672				ORF2	0	0	2	58	305	632	120	70	210	1397	7
NC_001491.2	-	ORF2-Putative mRNA-novTX_355	Tombacz_et_al	Putative mRNA	mRNA.TU.1-TSS.3.1-0--11.34	2423	distance <= 25	6	***	7		1918-2417				ORF2	0	0	0	0	1	2	0	0	0	3	2
NC_001491.2	-	ORF2-Putative mRNA-novTX_356	Tombacz_et_al	Putative mRNA	mRNA.TU.1-TSS.4.1-0--7.22	2500	distance <= 25	2	***	9		1918-2498				ORF2	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	-	ORF2-Putative mRNA-novTX_717	Tombacz_et_al	Putative mRNA	mRNA.TU.1-TSS.2.1-0--6.7	2402	distance <= 50	48	**	4		1918-2354				ORF2	0	0	0	0	1	1	1	0	2	5	4
NC_001491.2	-	ORF2-Putative mRNA-novTX_750	Tombacz_et_al	Putative mRNA	mRNA.TU.1-TSS.2.1-0--6.7	2402	distance <= 100	59	**	4		1918-2343				ORF2	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF20	Torma_et_al		mRNA.TU.9-TSS.57.1-0--30.9	28970	distance <= 25	13	***	9	96141.270644719	27868-28983				ORF20	0	97	103	303	761	1101	213	177	253	3008	8
NC_001491.2	-	ORF20-L1	Torma_et_al				NA					27868-30118				ORF20	0	0	2	4	2	7	4	2	5	26	7
NC_001491.2	-	ORF20-Monocistronic-Long-novTX_396	Tombacz_et_al	Monocistronic-Long	mRNA.TU.9-TSS.57.1-0--30.9	28970	distance <= 50	30	***	9		27868-29000				ORF20	0	0	0	1	2	0	0	0	0	3	2
NC_001491.2	-	ORF20-Monocistronic-Long-novTX_692	Tombacz_et_al	Monocistronic-Long			NA		**	5		27868-29209				ORF20	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	-	ORF20-Monocistronic-Short-novTX_394	Tombacz_et_al	Monocistronic-Short	mRNA.TU.9-TSS.57.1-0--30.9	28970	distance <= 25	8	***	9		27868-28962				ORF20	0	0	0	0	0	3	0	0	0	3	1
NC_001491.2	-	ORF20-ORF19-ORF18-ORF17-ORF16-ORF15-CX-Canonic	Torma_et_al		mRNA.TU.9-TSS.57.1-0--30.9	28970	distance <= 25	13	***	9	96141.270644719	20383-28983				ORF20	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF20-Putative mRNA-novTX_385	Tombacz_et_al	Putative mRNA	mRNA.TU.9-TSS.47.1-0--7.99	28248	distance <= 25	6	***	8		27868-28242				ORF20	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	-	ORF20-Putative mRNA-novTX_389	Tombacz_et_al	Putative mRNA	mRNA.TU.9-TSS.55.1-0--4.51	28836	distance <= 50	28	**	4		27868-28808				ORF20	0	0	0	0	0	0	2	0	1	3	2
NC_001491.2	-	ORF20-Putative mRNA-novTX_781	Tombacz_et_al	Putative mRNA	mRNA.TU.9-TSS.51.1-0--7.64	28516	distance <= 25	3	**	4		27868-28513				ORF20	0	0	0	1	0	0	1	0	0	2	2
NC_001491.2	-	ORF21-Monocistronic-Long-novTX_404	Tombacz_et_al	Monocistronic-Long			NA		***	9		27868-31361				ORF21	0	0	1	0	0	0	0	0	0	1	1
NC_001491.2	-	ORF21-Monocistronic-Long-novTX_693	Tombacz_et_al	Monocistronic-Long			NA		***	9		27868-31322				ORF21	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF21-ORF20-PC-Canonic	Torma_et_al				NA		***	9	87293.42157783	27868-31344				ORF21	0	33	34	25	202	431	33	65	50	873	8
NC_001491.2	-	ORF21-ORF20-PC-Long	Torma_et_al				NA					27868-32808				ORF21	0	0	0	0	1	0	0	1	0	2	2
NC_001491.2	-	ORF21-ORF20-PC-Long-2	Torma_et_al				NA					27868-32829															
NC_001491.2	-	ORF22	Torma_et_al		mRNA.TU.10-TSS.71.1-0--10.98	33035	distance <= 25	18	***	9	79435.216240521	31489-33053				ORF22	0	7	24	98	409	1136	514	793	719	3700	8
NC_001491.2	-	ORF22-L1	Torma_et_al				NA					31489-33642				ORF22	0	0	0	3	5	14	3	4	4	33	6
NC_001491.2	-	ORF22-L2	Torma_et_al				NA		*	1	111.819300011	31489-35022				ORF22	0	0	0	0	0	10	2	6	9	27	4
NC_001491.2	-	ORF22-L3	Torma_et_al				NA					31489-35409				ORF22	0	0	0	0	0	3	2	1	5	11	4
NC_001491.2	-	ORF22-L4	Torma_et_al				NA					31489-35525				ORF22	0	0	0	0	0	6	1	5	7	19	4
NC_001491.2	-	ORF22-Monocistronic-Long-novTX_411	Tombacz_et_al	Monocistronic-Long	mRNA.TU.10-TSS.71.1-0--10.98	33035	distance <= 50	37	***	9		31489-33072				ORF22	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	-	ORF22-Monocistronic-Long-novTX_412	Tombacz_et_al	Monocistronic-Long	mRNA.TU.10-TSS.71.1-0--10.98	33035	distance <= 100	79	***	9		31489-33114				ORF22	0	0	0	0	1	0	2	0	0	3	2
NC_001491.2	-	ORF22-ORF21-ORF20-PC-Canonic	Torma_et_al		mRNA.TU.10-TSS.71.1-0--10.98	33035	distance <= 25	18	***	9	79435.216240521	27868-33053				ORF22	0	0	0	0	2	11	6	14	19	52	5
NC_001491.2	-	ORF22-Putative mRNA-novTX_408	Tombacz_et_al	Putative mRNA	mRNA.TU.10-TSS.69.1-0--4.27	32216	distance <= 25	11	**	5		31489-32227				ORF22	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF22-Putative mRNA-novTX_410	Tombacz_et_al	Putative mRNA			NA		***	3		31489-32681				ORF22	0	0	0	0	0	1	0	0	0	1	1
NC_001491.2	-	ORF23-ORF22-CX-Canonic	Torma_et_al				NA					31489-36847				ORF22	0	0	0	0	0	2	1	6	6	15	4
NC_001491.2	-	ORF25	Torma_et_al		mRNA.TU.12-TSS.75.1-0--80.81	47361	distance <= 25	13	***	9	140580.608043472	46895-47374				ORF25	3	4	5	1719	5927	25248	17668	15657	15288	81519	9
NC_001491.2	-	ORF25-Monocistronic-Long-novTX_421	Tombacz_et_al	Monocistronic-Long	mRNA.TU.12-TSS.78.1-0--6.85	48269	distance <= 100	87	**	4		46895-48182				ORF25	0	0	0	0	1	1	0	1	0	3	3
NC_001491.2	-	ORF25-Monocistronic-Long-novTX_695	Tombacz_et_al	Monocistronic-Long	mRNA.TU.12-TSS.77.1-0--0.78	47538	distance <= 25	17	**	4		46895-47555				ORF25	0	0	0	0	1	0	0	0	0	1	1
NC_001491.2	-	ORF25-Monocistronic-Long-novTX_696	Tombacz_et_al	Monocistronic-Long			NA		**	4		46895-47822				ORF25	0	0	0	1	1	0	0	0	0	2	2
NC_001491.2	-	ORF25-Monocistronic-Long-novTX_754	Tombacz_et_al	Monocistronic-Long	mRNA.TU.12-TSS.77.1-0--0.78	47538	distance <= 100	97	***	6		46895-47635				ORF25	0	0	0	0	0	0	2	1	0	3	2
NC_001491.2	-	ORF25-Monocistronic-Short-novTX_416	Tombacz_et_al	Monocistronic-Short	mRNA.TU.12-TSS.75.1-0--80.81	47361	distance <= 25	1	***	9		46895-47360				ORF25	0	0	0	0	1	0	1	1	2	5	4
NC_001491.2	-	ORF25-Putative mRNA-novTX_739	Tombacz_et_al	Putative mRNA	mRNA.TU.12-TSS.74.1-0--5.78	47276	distance <= 25	3	**	3		46895-47279				ORF25	0	0	0	0	0	0	1	1	0	2	2
NC_001491.2	-	ORF25-Putative mRNA-novTX_765	Tombacz_et_al	Putative mRNA	mRNA.TU.12-TSS.72.1-0--1.36	47144	distance <= 25	8	**	3		46895-47136				ORF25	0	0	0	2	0	1	5	1	1	10	5
NC_001491.2	-	ORF26-Multicistronic-Long-novTX_747	Tombacz_et_al	Multicistronic-Long	mRNA.TU.12-TSS.78.1-0--6.85	48269	distance <= 50	50	***	9		46895-48319				ORF26	0	0	0	0	0	1	1	0	1	3	3
NC_001491.2	-	ORF26-Multicistronic-Long-novTX_785	Tombacz_et_al	Multicistronic-Long	mRNA.TU.12-TSS.78.1-0--6.85	48269	distance <= 25	2	***	9		46895-48267				ORF26	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF26-Multicistronic-Short-novTX_720	Tombacz_et_al	Multicistronic-Short	mRNA.TU.12-TSS.78.1-0--6.85	48269	distance <= 25	22	***	9		46895-48247															
NC_001491.2	-	ORF26-ORF25-PC-Canonic	Torma_et_al		mRNA.TU.12-TSS.78.1-0--6.85	48269	distance <= 25	17	***	9	183306.123209144	46895-48286				ORF26	0	1	0	50	187	308	77	53	99	775	7
NC_001491.2	-	ORF26-ORF25-PC-Long	Torma_et_al				NA		***	7	4624.196614647	46895-48504				ORF26	0	0	0	4	26	59	15	12	11	127	6
NC_001491.2	-	ORF26-ORF25-PC-Long-2	Torma_et_al		mRNA.TU.12-TSS.78.1-0--6.85	48269	distance <= 50	29	***	9	183306.123209144	46895-48298				ORF26	0	0	1	8	20	29	9	11	4	82	7
NC_001491.2	-	ORF27-Multicistronic-Short-novTX_740	Tombacz_et_al	Multicistronic-Short			NA		***	6		46895-49214				ORF27	0	0	0	0	1	1	0	1	0	3	3
NC_001491.2	-	ORF27-ORF26-ORF25-PC-Canonic	Torma_et_al				NA					46895-49982				ORF27	0	0	0	1	2	11	5	11	8	38	6
NC_001491.2	-	ORF27-ORF26-ORF25-PC-Long	Torma_et_al				NA		*	1	155.424308362	46895-50520				ORF27	0	0	0	0	1	9	1	2	4	17	5
NC_001491.2	-	ORF27-ORF26-ORF25-PC-Long-2	Torma_et_al				NA					46895-50613				ORF27	0	0	0	0	0	5	1	5	5	16	4
NC_001491.2	-	ORF28-ORF27-ORF26-ORF25-CX-Canonic	Torma_et_al				NA					46895-50913				ORF27	0	0	0	0	4	9	2	2	3	20	5
NC_001491.2	-	ORF29-ORF28-ORF27-ORF26-ORF25-CX-Canonic	Torma_et_al		mRNA.TU.13-TSS.79.1-0--100.0	52270	distance <= 25	11	***	5	1595.371420078	46895-52259				ORF27	0	0	0	0	0	0	0	0	1	1	1
NC_001491.2	-	ORF3-ORF2-CX-Canonic	Torma_et_al		mRNA.TU.2-TSS.7.1-0--17.81	4211	distance <= 25	15	***	9	9681.604499373	1918-4226				ORF2	0	0	0	2	3	12	7	4	4	32	6
NC_001491.2	-	ORF3-ORF2-CX-Short	Torma_et_al		mRNA.TU.2-TSS.7.1-0--17.81	4211	distance <= 50	40	**	3	755.195961699	1918-4171				ORF2	0	0	0	0	1	2	2	0	0	5	3
NC_001491.2	-	ORF30	Torma_et_al				NA		***	9	18254.315869814	51486-55192				ORF30	0	78	56	9	14	28	2	3	5	195	8
NC_001491.2	-	ORF30-L1	Torma_et_al				NA		*	2	466.852265231	51486-55708				ORF30	0	0	0	0	3	7	2	8	6	26	5
NC_001491.2	-	ORF30-Monocistronic-Long-novTX_437	Tombacz_et_al	Monocistronic-Long			NA		***	9		51486-55203				ORF30	0	1	0	2	0	1	0	0	1	5	4
NC_001491.2	-	ORF30-ORF31-ORF32-ORF33	Torma_et_al				NA					51567-62822															
NC_001491.2	-	ORF30-Putative mRNA-novTX_433	Tombacz_et_al	Putative mRNA			NA		**	4		51486-52403															
NC_001491.2	-	ORF30-Putative mRNA-novTX_434	Tombacz_et_al	Putative mRNA			NA		***	9		51486-55172				ORF30	0	2	2	0	0	0	0	0	0	4	2
NC_001491.2	-	ORF30.5	Torma_et_al	Putative mRNA			NA		**	4	1257.134506731	51486-51950				ORF30	0	0	0	1	2	20	8	7	8	46	6
NC_001491.2	-	ORF30.6	Torma_et_al	Putative mRNA	mRNA.TU.13-TSS.79.1-0--100.0	52270	distance <= 25	11	***	5	1595.371420078	51486-52259				ORF30	0	0	0	3	8	26	13	16	29	95	6
NC_001491.2	-	ORF31-ORF30-CX-Canonic	Torma_et_al				NA					51486-59824															
NC_001491.2	-	ORF35	Torma_et_al				NA					65089-68273				ORF35	0	0	0	0	0	1	0	6	5	12	3
NC_001491.2	-	ORF35-L1	Torma_et_al				NA		***	5	1320.677199974	65089-68860				ORF35	0	0	0	0	0	3	4	4	6	17	4
NC_001491.2	-	ORF35-Monocistronic-Long-novTX_699	Tombacz_et_al	Monocistronic-Long			NA		**	4		65089-66521				ORF35	0	0	0	0	0	4	0	0	2	6	2
NC_001491.2	-	ORF35-Monocistronic-Short-novTX_762	Tombacz_et_al	Monocistronic-Short	mRNA.TU.14-TSS.95.1-0--34.28	66250	distance <= 25	0	***	9		65089-66250				ORF35	0	0	0	0	2	3	4	6	1	16	5
NC_001491.2	-	ORF35-S	Torma_et_al		mRNA.TU.15-TSS.96.1-0--42.42	67583	distance <= 100	99				65089-67484				ORF35	0	0	0	0	0	0	5	1	6	12	3
NC_001491.2	-	ORF35.5	Torma_et_al	Putative mRNA	mRNA.TU.14-TSS.95.1-0--34.28	66250	distance <= 25	13	***	9	129341.528625536	65089-66263				ORF35.5	0	1	10	276	1303	3839	2260	3506	2243	13438	8
NC_001491.2	-	ORF35.5-ORF34-CX-Canonic	Torma_et_al		mRNA.TU.14-TSS.95.1-0--34.28	66250	distance <= 25	13	***	9	129341.528625536	64367-66263				ORF35.5	0	0	0	3	27	73	27	31	30	191	6
NC_001491.2	-	ORF35.5-Putative mRNA-novTX_447	Tombacz_et_al	Putative mRNA	mRNA.TU.14-TSS.94.1-0--2.85	66110	distance <= 25	13	***	6		65089-66123				ORF35.5	0	0	0	0	1	4	1	6	1	13	5
NC_001491.2	-	ORF35.5-Putative mRNA-novTX_697	Tombacz_et_al	Putative mRNA	mRNA.TU.14-TSS.91.1-0--3.93	66019	distance <= 25	8	**	3		65089-66027				ORF35.5	0	0	0	1	4	4	4	5	9	27	6
NC_001491.2	-	ORF35.5-Putative mRNA-novTX_698	Tombacz_et_al	Putative mRNA	mRNA.TU.14-TSS.94.1-0--2.85	66110	distance <= 50	30	***	6		65089-66140				ORF35.5	0	0	0	2	1	0	2	3	6	14	5
NC_001491.2	-	ORF35.5-Putative mRNA-novTX_755	Tombacz_et_al	Putative mRNA	mRNA.TU.14-TSS.90.1-0--4.07	65940	distance <= 25	2	***	6		65089-65942															
NC_001491.2	-	ORF35.5-Putative mRNA-novTX_773	Tombacz_et_al	Putative mRNA	mRNA.TU.14-TSS.81.1-0--8.81	65475	distance <= 100	60	**	4		65089-65535				ORF35.5	0	0	0	0	1	1	5	2	1	10	5
NC_001491.2	-	ORF36	Torma_et_al		mRNA.TU.15-TSS.98.1-0--18.18	69038	distance <= 25	16	***	9	28888.189070445	67167-69054				ORF36	0	1	8	38	170	397	113	153	162	1042	8
NC_001491.2	-	ORF36-L1	Torma_et_al				NA		***	6	4426.976824916	67167-69363				ORF36	0	0	0	1	8	29	6	10	14	68	6
NC_001491.2	-	ORF36-L2	Torma_et_al				NA		*	2	677.153339251	67167-69574				ORF36	0	0	1	0	2	4	0	1	2	10	5
NC_001491.2	-	ORF36-ORF35-35.5-PC-Long	Torma_et_al				NA		***	6	4426.976824916	65089-69363				ORF36	0	0	0	0	2	15	3	4	5	29	5
NC_001491.2	-	ORF36-ORF35-ORF35.5-PC-Canonic	Torma_et_al		mRNA.TU.15-TSS.98.1-0--18.18	69038	distance <= 25	16	***	9	28888.189070445	65089-69054				ORF36	0	0	0	1	14	77	10	67	51	220	6
NC_001491.2	-	ORF36-ORF35-ORF35.5-PC-Long	Torma_et_al				NA		**	3	1096.891400917	65089-69244				ORF36	0	0	0	0	0	2	0	2	1	5	3
NC_001491.2	-	ORF36-ORF35-ORF35.5-PC-Short	Torma_et_al		mRNA.TU.15-TSS.98.1-0--18.18	69038	distance <= 50	47				65089-68991				ORF36	0	0	0	0	0	3	0	4	4	11	3
NC_001491.2	-	ORF36-Putative mRNA-novTX_453	Tombacz_et_al	Putative mRNA			NA		**	4		67167-68471															
NC_001491.2	-	ORF36-Putative mRNA-novTX_721	Tombacz_et_al	Putative mRNA	mRNA.TU.15-TSS.97.1-0--39.39	67807	distance <= 100	86	**	3		67167-67893				ORF36	0	0	0	0	0	0	1	0	2	3	2
NC_001491.2	-	ORF37	Torma_et_al				NA		***	9	19588.798271905	69068-70113				ORF37	0	1	3	19	32	31	11	9	17	123	8
NC_001491.2	-	ORF37-Monocistronic-Short-novTX_460	Tombacz_et_al	Monocistronic-Short			NA		***	9		69068-70102				ORF37	0	0	0	1	0	0	0	0	0	1	1
NC_001491.2	-	ORF37-Multicistronic-Short-novTX_459	Tombacz_et_al	Multicistronic-Short			NA		***	9		67167-70102															
NC_001491.2	-	ORF37-ORF36-ORF35-ORF35.5-PC-Canonic	Torma_et_al				NA		***	9	19588.798271905	65089-70113				ORF37	0	0	0	0	2	11	1	2	6	22	5
NC_001491.2	-	ORF37-ORF36-PC-canonic	Torma_et_al				NA		***	9	19588.798271905	67167-70113				ORF37	0	0	1	4	5	28	6	10	12	66	7
NC_001491.2	-	ORF38-ORF37-CX-Canonic	Torma_et_al				NA		**	3	811.6094222	69068-73174				ORF37	0	0	0	0	1	2	0	2	0	5	3
NC_001491.2	-	ORF38-ORF37-CX-Short	Torma_et_al				NA					69068-71118				ORF37	0	0	0	0	1	4	1	0	2	8	4
NC_001491.2	-	ORF38-ORF37-ORF36-CX-Canonic	Torma_et_al				NA					67167-71118				ORF37	0	0	0	0	0	2	0	0	0	2	1
NC_001491.2	-	ORF38-ORF37-ORF36-CX-Long	Torma_et_al				NA		**	3	811.6094222	67167-73174				ORF37	0	0	0	0	1	7	0	0	0	8	2
NC_001491.2	-	ORF39-ORF38-ORF37-CX-Canonic	Torma_et_al		mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 25	6	***	9	196155.685728494	69068-74183				ORF37	0	0	0	0	0	2	0	3	2	7	3
NC_001491.2	-	ORF39-ORF38-ORF37-ORF36-CX-Canonic	Torma_et_al		mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 25	6	***	9	196155.685728494	67167-74183				ORF37	0	0	0	0	1	3	0	0	5	9	3
NC_001491.2	-	ORF39-ORF38-ORF37-ORF36-ORF35-ORF35.5-PC-Canonic	Torma_et_al		mRNA.TU.16-TSS.102.1-0--90.49	74177	distance <= 25	6	***	9	196155.685728494	65089-74183				ORF37	0	0	0	0	0	1	0	1	0	2	2
NC_001491.2	-	ORF4	Torma_et_al		mRNA.TU.2-TSS.8.1-0--82.19	4300	distance <= 25	12	***	9	42354.110062524	3635-4312				ORF4	0	8	19	67	80	117	15	13	17	336	8
NC_001491.2	-	ORF4-ORF3-ORF2-CX-Long-2	Torma_et_al		mRNA.TU.2-TSS.8.1-0--82.19	4300	distance <= 50	38	***	8	5607.352135025	1918-4338				ORF4	0	0	0	0	1	0	1	1	0	3	3
NC_001491.2	-	ORF4-ORF3-ORF2-CX-Long-3	Torma_et_al		mRNA.TU.2-TSS.8.1-0--82.19	4300	distance <= 100	79	***	5	2014.171297978	1918-4379				ORF4	0	0	0	0	1	3	1	4	1	10	5
NC_001491.2	-	ORF4-ORF3-ORF2-CX-Long-4	Torma_et_al		mRNA.TU.3-TSS.17.1-0--18.38	5937	distance <= 25	15	***	9	69186.87112231	1918-5952				ORF4	0	0	0	0	1	3	0	2	0	6	3
NC_001491.2	-	ORF4-ORF3-ORF2-Canonic	Torma_et_al		mRNA.TU.2-TSS.8.1-0--82.19	4300	distance <= 25	12	***	9	42354.110062524	1918-4312				ORF4	0	0	0	0	2	3	0	4	1	10	4
NC_001491.2	-	ORF40	Torma_et_al				NA					74614-76361				ORF40	0	0	1	42	152	358	93	109	110	865	7
NC_001491.2	-	ORF40-AT	Torma_et_al				NA					73834-76272				ORF40	0	0	0	0	3	14	1	3	8	29	5
NC_001491.2	-	ORF40-AT2	Torma_et_al				NA					73834-76361				ORF40	0	0	0	1	28	188	43	102	77	439	6
NC_001491.2	-	ORF40-AT3	Torma_et_al				NA					73834-76458				ORF40	0	0	0	0	1	13	0	8	4	26	4
NC_001491.2	-	ORF40-AT4	Torma_et_al				NA					73834-76917				ORF40	0	0	0	0	0	2	2	3	6	13	4
NC_001491.2	-	ORF40-AT5	Torma_et_al				NA					73834-77028				ORF40	0	0	0	0	2	24	14	23	28	91	5
NC_001491.2	-	ORF40-AT6	Torma_et_al				NA		***	5	2280.852348945	73834-77251				ORF40	0	0	0	0	3	9	0	1	3	16	4
NC_001491.2	-	ORF40-AT7	Torma_et_al				NA					73834-77340				ORF40	0	0	0	0	0	1	1	3	5	10	4
NC_001491.2	-	ORF40-L1	Torma_et_al				NA					74614-77028				ORF40	0	0	0	0	4	15	9	24	26	78	5
NC_001491.2	-	ORF40-L2	Torma_et_al				NA		***	5	2280.852348945	74614-77251				ORF40	0	0	0	0	3	10	5	2	2	22	5
NC_001491.2	-	ORF40-ORF41-ORF42-CX-ORF43-ORF44	Torma_et_al				NA		*	1	111.819300011	73890-85925															
NC_001491.2	-	ORF40-Putative mRNA-novTX_504	Tombacz_et_al	Putative mRNA			NA		**	3		74614-75173				ORF40	0	0	0	0	0	0	1	0	0	1	1
NC_001491.2	-	ORF44	Torma_et_al				NA					83090-89226				ORF44	0	0	0	0	3	4	0	4	0	11	3
NC_001491.2	-	ORF44-ORF46-ORF47-ORF48-ORF49-ORF50-PC-Canonic-ORF51	Torma_et_al		mRNA.TU.19-TSS.123.1-0--8.53	94531	distance <= 25	20	***	9	117024.764956876	83094-94551				ORF44	0	0	0	0	0	0	0	1	0	1	1
NC_001491.2	-	ORF44-S	Torma_et_al				NA					83090-88988				ORF44	0	0	0	0	0	0	0	0	1	1	1
