seqnames	strand	gene	score	support	start	end	width	thick.start	thick.end	thick.width	thick.names	clusterType	orientation	prime5	prime3	TSS.win.start	TSS.win.end	CAGE_significance
NC_001491.2	-	CAGE_cluster_1627	1030.455209326	4	94225	94238	14	94238	94238	1	NC_001491.2:94225-94238;-	TSS	0	94238	94225	94225	94238	**
NC_001491.2	-	CAGE_cluster_1628	365.751366938	2	94301	94320	20	94316	94316	1	NC_001491.2:94301-94320;-	TSS	0	94320	94301	94301	94320	*
NC_001491.2	-	CAGE_cluster_1629	105.163529288	1	94394	94394	1	94394	94394	1	NC_001491.2:94394-94394;-	TSS	0	94394	94394	94394	94394	*
NC_001491.2	-	CAGE_cluster_1630	117024.764956876	9	94524	94552	29	94550	94550	1	NC_001491.2:94524-94552;-	TSS	0	94552	94524	94524	94552	***
NC_001491.2	-	CAGE_cluster_1631	544.365813827	1	94664	94664	1	94664	94664	1	NC_001491.2:94664-94664;-	TSS	0	94664	94664	94664	94664	*
NC_001491.2	-	CAGE_cluster_1632	558.678268517	2	94712	94712	1	94712	94712	1	NC_001491.2:94712-94712;-	TSS	0	94712	94712	94712	94712	*
NC_001491.2	-	CAGE_cluster_1633	9746.277418234	9	94743	94749	7	94747	94747	1	NC_001491.2:94743-94749;-	TSS	0	94749	94743	94743	94749	***
NC_001491.2	-	CAGE_cluster_1634	1023.364344133	3	94793	94806	14	94806	94806	1	NC_001491.2:94793-94806;-	TSS	0	94806	94793	94793	94806	***
NC_001491.2	-	CAGE_cluster_1635	544.365813827	1	94842	94842	1	94842	94842	1	NC_001491.2:94842-94842;-	TSS	0	94842	94842	94842	94842	*
NC_001491.2	-	CAGE_cluster_1636	105.163529288	1	95816	95816	1	95816	95816	1	NC_001491.2:95816-95816;-	TSS	0	95816	95816	95816	95816	*
NC_001491.2	-	CAGE_cluster_1637	105.163529288	1	95921	95921	1	95921	95921	1	NC_001491.2:95921-95921;-	TSS	0	95921	95921	95921	95921	*
NC_001491.2	-	CAGE_cluster_1638	453.514739229	1	96102	96102	1	96102	96102	1	NC_001491.2:96102-96102;-	TSS	0	96102	96102	96102	96102	*
NC_001491.2	-	CAGE_cluster_1639	155.424308362	1	96298	96298	1	96298	96298	1	NC_001491.2:96298-96298;-	TSS	0	96298	96298	96298	96298	*
NC_001491.2	-	CAGE_cluster_1640	267.243608373	2	96360	96360	1	96360	96360	1	NC_001491.2:96360-96360;-	TSS	0	96360	96360	96360	96360	*
NC_001491.2	-	CAGE_cluster_1641	223.638600022	1	96399	96404	6	96399	96399	1	NC_001491.2:96399-96404;-	TSS	0	96404	96399	96399	96404	*
NC_001491.2	-	CAGE_cluster_1642	269.1065662	1	96482	96482	1	96482	96482	1	NC_001491.2:96482-96482;-	TSS	0	96482	96482	96482	96482	*
NC_001491.2	-	CAGE_cluster_1643	197.745699031	1	96776	96776	1	96776	96776	1	NC_001491.2:96776-96776;-	TSS	0	96776	96776	96776	96776	*
NC_001491.2	-	CAGE_cluster_1644	216.982829299	2	97092	97095	4	97092	97092	1	NC_001491.2:97092-97095;-	TSS	0	97095	97092	97092	97095	*
NC_001491.2	-	CAGE_cluster_1645	105.163529288	1	97799	97799	1	97799	97799	1	NC_001491.2:97799-97799;-	TSS	0	97799	97799	97799	97799	*
NC_001491.2	-	CAGE_cluster_1646	155.424308362	1	98695	98695	1	98695	98695	1	NC_001491.2:98695-98695;-	TSS	0	98695	98695	98695	98695	*
NC_001491.2	-	CAGE_cluster_1647	197.745699031	1	98799	98799	1	98799	98799	1	NC_001491.2:98799-98799;-	TSS	0	98799	98799	98799	98799	*
NC_001491.2	-	CAGE_cluster_1648	593.237097093	2	99510	99512	3	99510	99510	1	NC_001491.2:99510-99512;-	TSS	0	99512	99510	99510	99512	*
NC_001491.2	-	CAGE_cluster_1649	197.745699031	1	99727	99727	1	99727	99727	1	NC_001491.2:99727-99727;-	TSS	0	99727	99727	99727	99727	*
NC_001491.2	-	CAGE_cluster_1650	111.819300011	1	99870	99870	1	99870	99870	1	NC_001491.2:99870-99870;-	TSS	0	99870	99870	99870	99870	*
NC_001491.2	-	CAGE_cluster_1651	155.424308362	1	99954	99954	1	99954	99954	1	NC_001491.2:99954-99954;-	TSS	0	99954	99954	99954	99954	*
NC_001491.2	-	CAGE_cluster_1652	918.200814846	2	100013	100017	5	100017	100017	1	NC_001491.2:100013-100017;-	TSS	0	100017	100013	100013	100017	*
NC_001491.2	-	CAGE_cluster_1653	111.819300011	1	100074	100074	1	100074	100074	1	NC_001491.2:100074-100074;-	TSS	0	100074	100074	100074	100074	*
NC_001491.2	-	CAGE_cluster_1654	13512.047141939	9	100436	100462	27	100462	100462	1	NC_001491.2:100436-100462;-	TSS	0	100462	100436	100436	100462	***
NC_001491.2	-	CAGE_cluster_1655	155.424308362	1	100557	100557	1	100557	100557	1	NC_001491.2:100557-100557;-	TSS	0	100557	100557	100557	100557	*
NC_001491.2	-	CAGE_cluster_1656	453.514739229	1	100642	100642	1	100642	100642	1	NC_001491.2:100642-100642;-	TSS	0	100642	100642	100642	100642	*
NC_001491.2	-	CAGE_cluster_1657	105.163529288	1	100732	100732	1	100732	100732	1	NC_001491.2:100732-100732;-	TSS	0	100732	100732	100732	100732	*
NC_001491.2	-	CAGE_cluster_1658	269.1065662	1	100889	100889	1	100889	100889	1	NC_001491.2:100889-100889;-	TSS	0	100889	100889	100889	100889	*
NC_001491.2	-	CAGE_cluster_1659	197.745699031	1	100972	100972	1	100972	100972	1	NC_001491.2:100972-100972;-	TSS	0	100972	100972	100972	100972	*
NC_001491.2	-	CAGE_cluster_1660	197.745699031	1	100999	100999	1	100999	100999	1	NC_001491.2:100999-100999;-	TSS	0	100999	100999	100999	100999	*
NC_001491.2	-	CAGE_cluster_1661	155.424308362	1	101257	101257	1	101257	101257	1	NC_001491.2:101257-101257;-	TSS	0	101257	101257	101257	101257	*
NC_001491.2	-	CAGE_cluster_1662	197.745699031	1	101280	101280	1	101280	101280	1	NC_001491.2:101280-101280;-	TSS	0	101280	101280	101280	101280	*
NC_001491.2	-	CAGE_cluster_1663	105.163529288	1	101807	101807	1	101807	101807	1	NC_001491.2:101807-101807;-	TSS	0	101807	101807	101807	101807	*
NC_001491.2	-	CAGE_cluster_1664	111.819300011	1	101860	101860	1	101860	101860	1	NC_001491.2:101860-101860;-	TSS	0	101860	101860	101860	101860	*
NC_001491.2	-	CAGE_cluster_1665	111.819300011	1	101893	101893	1	101893	101893	1	NC_001491.2:101893-101893;-	TSS	0	101893	101893	101893	101893	*
NC_001491.2	-	CAGE_cluster_1666	111.819300011	1	101953	101953	1	101953	101953	1	NC_001491.2:101953-101953;-	TSS	0	101953	101953	101953	101953	*
NC_001491.2	-	CAGE_cluster_1667	105.163529288	1	102139	102139	1	102139	102139	1	NC_001491.2:102139-102139;-	TSS	0	102139	102139	102139	102139	*
NC_001491.2	-	CAGE_cluster_1668	155.424308362	1	102184	102184	1	102184	102184	1	NC_001491.2:102184-102184;-	TSS	0	102184	102184	102184	102184	*
NC_001491.2	-	CAGE_cluster_1669	155.424308362	1	102206	102206	1	102206	102206	1	NC_001491.2:102206-102206;-	TSS	0	102206	102206	102206	102206	*
NC_001491.2	-	CAGE_cluster_1670	111.819300011	1	103094	103094	1	103094	103094	1	NC_001491.2:103094-103094;-	TSS	0	103094	103094	103094	103094	*
NC_001491.2	-	CAGE_cluster_1671	155.424308362	1	103275	103275	1	103275	103275	1	NC_001491.2:103275-103275;-	TSS	0	103275	103275	103275	103275	*
NC_001491.2	-	CAGE_cluster_1672	453.514739229	1	103387	103387	1	103387	103387	1	NC_001491.2:103387-103387;-	TSS	0	103387	103387	103387	103387	*
NC_001491.2	-	CAGE_cluster_1673	197.745699031	1	103498	103498	1	103498	103498	1	NC_001491.2:103498-103498;-	TSS	0	103498	103498	103498	103498	*
NC_001491.2	-	CAGE_cluster_1674	197.745699031	1	103634	103634	1	103634	103634	1	NC_001491.2:103634-103634;-	TSS	0	103634	103634	103634	103634	*
NC_001491.2	-	CAGE_cluster_1675	269.1065662	1	103952	103952	1	103952	103952	1	NC_001491.2:103952-103952;-	TSS	0	103952	103952	103952	103952	*
NC_001491.2	-	CAGE_cluster_1676	197.745699031	1	104042	104042	1	104042	104042	1	NC_001491.2:104042-104042;-	TSS	0	104042	104042	104042	104042	*
NC_001491.2	-	CAGE_cluster_1677	788.972639262	2	104948	104954	7	104948	104948	1	NC_001491.2:104948-104954;-	TSS	0	104954	104948	104948	104954	*
NC_001491.2	-	CAGE_cluster_1678	155.424308362	1	105074	105074	1	105074	105074	1	NC_001491.2:105074-105074;-	TSS	0	105074	105074	105074	105074	*
NC_001491.2	-	CAGE_cluster_1679	111.819300011	1	105827	105827	1	105827	105827	1	NC_001491.2:105827-105827;-	TSS	0	105827	105827	105827	105827	*
NC_001491.2	-	CAGE_cluster_1680	1464.420867925	4	105960	105994	35	105994	105994	1	NC_001491.2:105960-105994;-	TSS	0	105994	105960	105960	105994	**
NC_001491.2	-	CAGE_cluster_1681	421.384299053	2	106025	106032	8	106032	106032	1	NC_001491.2:106025-106032;-	TSS	0	106032	106025	106025	106032	*
NC_001491.2	-	CAGE_cluster_1682	155.424308362	1	106089	106089	1	106089	106089	1	NC_001491.2:106089-106089;-	TSS	0	106089	106089	106089	106089	*
NC_001491.2	-	CAGE_cluster_1683	1143.702372695	3	106137	106147	11	106138	106138	1	NC_001491.2:106137-106147;-	TSS	0	106147	106137	106137	106147	***
NC_001491.2	-	CAGE_cluster_1684	2444.55438368	6	106196	106239	44	106226	106226	1	NC_001491.2:106196-106239;-	TSS	0	106239	106196	106196	106239	***
NC_001491.2	-	CAGE_cluster_1685	2622.603399996	6	106270	106303	34	106270	106270	1	NC_001491.2:106270-106303;-	TSS	0	106303	106270	106270	106303	***
NC_001491.2	-	CAGE_cluster_1686	782.316868539	3	106329	106355	27	106329	106329	1	NC_001491.2:106329-106355;-	TSS	0	106355	106329	106329	106355	***
NC_001491.2	-	CAGE_cluster_1687	197.745699031	1	106383	106383	1	106383	106383	1	NC_001491.2:106383-106383;-	TSS	0	106383	106383	106383	106383	*
NC_001491.2	-	CAGE_cluster_1688	2125.065823928	5	106441	106482	42	106443	106443	1	NC_001491.2:106441-106482;-	TSS	0	106482	106441	106441	106482	**
NC_001491.2	-	CAGE_cluster_1689	6585.117890563	8	106503	106534	32	106504	106504	1	NC_001491.2:106503-106534;-	TSS	0	106534	106503	106503	106534	***
NC_001491.2	-	CAGE_cluster_1690	466.852265231	2	106605	106623	19	106623	106623	1	NC_001491.2:106605-106623;-	TSS	0	106623	106605	106605	106623	*
NC_001491.2	-	CAGE_cluster_1691	178356.775404572	9	106672	106680	9	106674	106674	1	NC_001491.2:106672-106680;-	TSS	0	106680	106672	106672	106680	***
NC_001491.2	-	CAGE_cluster_1692	353.170007393	2	106710	106720	11	106710	106710	1	NC_001491.2:106710-106720;-	TSS	0	106720	106710	106710	106720	*
NC_001491.2	-	CAGE_cluster_1693	111.819300011	1	106748	106748	1	106748	106748	1	NC_001491.2:106748-106748;-	TSS	0	106748	106748	106748	106748	*
NC_001491.2	-	CAGE_cluster_1694	822.801285937	4	106781	106805	25	106805	106805	1	NC_001491.2:106781-106805;-	TSS	0	106805	106781	106781	106805	**
NC_001491.2	-	CAGE_cluster_1695	656.185113838	2	106938	106943	6	106938	106938	1	NC_001491.2:106938-106943;-	TSS	0	106943	106938	106938	106943	*
NC_001491.2	-	CAGE_cluster_1696	155.424308362	1	106979	106979	1	106979	106979	1	NC_001491.2:106979-106979;-	TSS	0	106979	106979	106979	106979	*
NC_001491.2	-	CAGE_cluster_1697	267.243608373	2	107010	107021	12	107021	107021	1	NC_001491.2:107010-107021;-	TSS	0	107021	107010	107010	107021	*
NC_001491.2	-	CAGE_cluster_1698	260.58783765	2	107083	107091	9	107091	107091	1	NC_001491.2:107083-107091;-	TSS	0	107091	107083	107083	107091	*
NC_001491.2	-	CAGE_cluster_1699	14846.151271311	9	107135	107140	6	107137	107137	1	NC_001491.2:107135-107140;-	TSS	0	107140	107135	107135	107140	***
NC_001491.2	-	CAGE_cluster_1700	309.564999042	2	107171	107173	3	107173	107173	1	NC_001491.2:107171-107173;-	TSS	0	107173	107171	107171	107173	*
NC_001491.2	-	CAGE_cluster_1701	111.819300011	1	107379	107379	1	107379	107379	1	NC_001491.2:107379-107379;-	TSS	0	107379	107379	107379	107379	*
NC_001491.2	-	CAGE_cluster_1702	105.163529288	1	107452	107452	1	107452	107452	1	NC_001491.2:107452-107452;-	TSS	0	107452	107452	107452	107452	*
NC_001491.2	-	CAGE_cluster_1703	424.530874562	2	107481	107482	2	107481	107481	1	NC_001491.2:107481-107482;-	TSS	0	107482	107481	107481	107482	*
NC_001491.2	-	CAGE_cluster_1704	918.200814846	2	107519	107528	10	107528	107528	1	NC_001491.2:107519-107528;-	TSS	0	107528	107519	107519	107528	*
NC_001491.2	-	CAGE_cluster_1705	810.219926392	4	107626	107630	5	107626	107626	1	NC_001491.2:107626-107630;-	TSS	0	107630	107626	107626	107630	**
NC_001491.2	-	CAGE_cluster_1706	210.327058576	1	107667	107687	21	107667	107667	1	NC_001491.2:107667-107687;-	TSS	0	107687	107667	107667	107687	*
NC_001491.2	-	CAGE_cluster_1707	565.33403924	2	107725	107727	3	107725	107725	1	NC_001491.2:107725-107727;-	TSS	0	107727	107725	107725	107727	*
NC_001491.2	-	CAGE_cluster_1708	380.925866211	2	107831	107836	6	107836	107836	1	NC_001491.2:107831-107836;-	TSS	0	107836	107831	107831	107836	*
NC_001491.2	-	CAGE_cluster_1709	558.678268517	2	107954	107957	4	107954	107954	1	NC_001491.2:107954-107957;-	TSS	0	107957	107954	107954	107957	*
NC_001491.2	-	CAGE_cluster_1710	769.76149355	4	107997	108000	4	107997	107997	1	NC_001491.2:107997-108000;-	TSS	0	108000	107997	107997	108000	**
NC_001491.2	-	CAGE_cluster_1711	395.491398062	1	108039	108039	1	108039	108039	1	NC_001491.2:108039-108039;-	TSS	0	108039	108039	108039	108039	*
NC_001491.2	-	CAGE_cluster_1712	651.26043826	2	108078	108078	1	108078	108078	1	NC_001491.2:108078-108078;-	TSS	0	108078	108078	108078	108078	*
NC_001491.2	-	CAGE_cluster_1713	105.163529288	1	108131	108131	1	108131	108131	1	NC_001491.2:108131-108131;-	TSS	0	108131	108131	108131	108131	*
NC_001491.2	-	CAGE_cluster_1714	1653.959788768	6	108171	108203	33	108203	108203	1	NC_001491.2:108171-108203;-	TSS	0	108203	108171	108171	108203	***
NC_001491.2	-	CAGE_cluster_1715	1002.699350508	4	108246	108256	11	108246	108246	1	NC_001491.2:108246-108256;-	TSS	0	108256	108246	108246	108256	**
NC_001491.2	-	CAGE_cluster_1716	106959.151707728	9	108282	108341	60	108317	108317	1	NC_001491.2:108282-108341;-	TSS	0	108341	108282	108282	108341	***
NC_001491.2	-	CAGE_cluster_1717	105.163529288	1	108380	108380	1	108380	108380	1	NC_001491.2:108380-108380;-	TSS	0	108380	108380	108380	108380	*
NC_001491.2	-	CAGE_cluster_1718	197.745699031	1	108413	108413	1	108413	108413	1	NC_001491.2:108413-108413;-	TSS	0	108413	108413	108413	108413	*
NC_001491.2	-	CAGE_cluster_1719	269.1065662	1	108449	108449	1	108449	108449	1	NC_001491.2:108449-108449;-	TSS	0	108449	108449	108449	108449	*
NC_001491.2	-	CAGE_cluster_1720	111.819300011	1	108538	108538	1	108538	108538	1	NC_001491.2:108538-108538;-	TSS	0	108538	108538	108538	108538	*
NC_001491.2	-	CAGE_cluster_1721	197.745699031	1	108635	108635	1	108635	108635	1	NC_001491.2:108635-108635;-	TSS	0	108635	108635	108635	108635	*
NC_001491.2	-	CAGE_cluster_1722	197.745699031	1	108666	108666	1	108666	108666	1	NC_001491.2:108666-108666;-	TSS	0	108666	108666	108666	108666	*
NC_001491.2	-	CAGE_cluster_1723	47799.552804398	9	108729	108762	34	108732	108732	1	NC_001491.2:108729-108762;-	TSS	0	108762	108729	108729	108762	***
NC_001491.2	-	CAGE_cluster_1724	260.58783765	2	108794	108794	1	108794	108794	1	NC_001491.2:108794-108794;-	TSS	0	108794	108794	108794	108794	*
NC_001491.2	-	CAGE_cluster_1725	197.745699031	1	108858	108858	1	108858	108858	1	NC_001491.2:108858-108858;-	TSS	0	108858	108858	108858	108858	*
NC_001491.2	-	CAGE_cluster_1726	111.819300011	1	109630	109630	1	109630	109630	1	NC_001491.2:109630-109630;-	TSS	0	109630	109630	109630	109630	*
NC_001491.2	-	CAGE_cluster_1727	1794.712687153	5	110091	110110	20	110091	110091	1	NC_001491.2:110091-110110;-	TSS	0	110110	110091	110091	110110	**
NC_001491.2	-	CAGE_cluster_1728	762.776506484	1	110193	110193	1	110193	110193	1	NC_001491.2:110193-110193;-	TSS	0	110193	110193	110193	110193	*
NC_001491.2	-	CAGE_cluster_1729	260.58783765	2	110267	110269	3	110269	110269	1	NC_001491.2:110267-110269;-	TSS	0	110269	110267	110267	110269	*
NC_001491.2	-	CAGE_cluster_1730	111.819300011	1	110313	110313	1	110313	110313	1	NC_001491.2:110313-110313;-	TSS	0	110313	110313	110313	110313	*
NC_001491.2	-	CAGE_cluster_1731	105.163529288	1	110724	110724	1	110724	110724	1	NC_001491.2:110724-110724;-	TSS	0	110724	110724	110724	110724	*
NC_001491.2	-	CAGE_cluster_1732	424.530874562	2	110890	110890	1	110890	110890	1	NC_001491.2:110890-110890;-	TSS	0	110890	110890	110890	110890	*
NC_001491.2	-	CAGE_cluster_1733	464.989307404	3	111065	111065	1	111065	111065	1	NC_001491.2:111065-111065;-	TSS	0	111065	111065	111065	111065	**
NC_001491.2	-	CAGE_cluster_1734	269.1065662	1	111135	111135	1	111135	111135	1	NC_001491.2:111135-111135;-	TSS	0	111135	111135	111135	111135	*
NC_001491.2	-	CAGE_cluster_1735	868.243267559	4	111164	111164	1	111164	111164	1	NC_001491.2:111164-111164;-	TSS	0	111164	111164	111164	111164	**
NC_001491.2	-	CAGE_cluster_1736	111.819300011	1	111331	111331	1	111331	111331	1	NC_001491.2:111331-111331;-	TSS	0	111331	111331	111331	111331	*
NC_001491.2	-	CAGE_cluster_1737	3163.772483687	7	111374	111395	22	111375	111375	1	NC_001491.2:111374-111395;-	TSS	0	111395	111374	111374	111395	***
NC_001491.2	-	CAGE_cluster_1738	105.163529288	1	111486	111486	1	111486	111486	1	NC_001491.2:111486-111486;-	TSS	0	111486	111486	111486	111486	*
NC_001491.2	-	CAGE_cluster_1739	269.1065662	1	111547	111547	1	111547	111547	1	NC_001491.2:111547-111547;-	TSS	0	111547	111547	111547	111547	*
NC_001491.2	-	CAGE_cluster_1740	1584.044050937	5	111607	111671	65	111632	111632	1	NC_001491.2:111607-111671;-	TSS	0	111671	111607	111607	111671	**
NC_001491.2	-	CAGE_cluster_1741	155.424308362	1	111732	111732	1	111732	111732	1	NC_001491.2:111732-111732;-	TSS	0	111732	111732	111732	111732	*
NC_001491.2	-	CAGE_cluster_1742	197.745699031	1	111845	111845	1	111845	111845	1	NC_001491.2:111845-111845;-	TSS	0	111845	111845	111845	111845	*
NC_001491.2	-	CAGE_cluster_1743	742.111512858	2	111985	111989	5	111989	111989	1	NC_001491.2:111985-111989;-	TSS	0	111989	111985	111985	111989	*
NC_001491.2	-	CAGE_cluster_1744	56833.789480478	9	112011	112052	42	112033	112033	1	NC_001491.2:112011-112052;-	TSS	0	112052	112011	112011	112052	***
NC_001491.2	-	CAGE_cluster_1745	105.163529288	1	112144	112144	1	112144	112144	1	NC_001491.2:112144-112144;-	TSS	0	112144	112144	112144	112144	*
NC_001491.2	-	CAGE_cluster_1746	111.819300011	1	112240	112240	1	112240	112240	1	NC_001491.2:112240-112240;-	TSS	0	112240	112240	112240	112240	*
NC_001491.2	-	CAGE_cluster_1747	260.58783765	2	112306	112306	1	112306	112306	1	NC_001491.2:112306-112306;-	TSS	0	112306	112306	112306	112306	*
NC_001491.2	-	CAGE_cluster_1748	111.819300011	1	112412	112412	1	112412	112412	1	NC_001491.2:112412-112412;-	TSS	0	112412	112412	112412	112412	*
NC_001491.2	-	CAGE_cluster_1749	639.650746034	3	112463	112485	23	112476	112476	1	NC_001491.2:112463-112485;-	TSS	0	112485	112463	112463	112485	**
NC_001491.2	-	CAGE_cluster_1750	464.989307404	3	112571	112575	5	112575	112575	1	NC_001491.2:112571-112575;-	TSS	0	112575	112571	112571	112575	**
NC_001491.2	-	CAGE_cluster_1751	4447.052856904	7	112623	112626	4	112626	112626	1	NC_001491.2:112623-112626;-	TSS	0	112626	112623	112623	112626	***
NC_001491.2	-	CAGE_cluster_1752	4045.2770264	7	112850	112867	18	112862	112862	1	NC_001491.2:112850-112867;-	TSS	0	112867	112850	112850	112867	***
NC_001491.2	-	CAGE_cluster_1753	395.491398062	1	112897	112898	2	112897	112897	1	NC_001491.2:112897-112898;-	TSS	0	112898	112897	112897	112898	*
NC_001491.2	-	CAGE_cluster_1754	7269.082918147	9	112937	112958	22	112938	112938	1	NC_001491.2:112937-112958;-	TSS	0	112958	112937	112937	112958	***
NC_001491.2	-	CAGE_cluster_1755	155.424308362	1	114103	114103	1	114103	114103	1	NC_001491.2:114103-114103;-	TSS	0	114103	114103	114103	114103	*
NC_001491.2	-	CAGE_cluster_1756	155.424308362	1	114181	114181	1	114181	114181	1	NC_001491.2:114181-114181;-	TSS	0	114181	114181	114181	114181	*
NC_001491.2	-	CAGE_cluster_1757	105.163529288	1	114289	114289	1	114289	114289	1	NC_001491.2:114289-114289;-	TSS	0	114289	114289	114289	114289	*
NC_001491.2	-	CAGE_cluster_1758	105.163529288	1	114319	114319	1	114319	114319	1	NC_001491.2:114319-114319;-	TSS	0	114319	114319	114319	114319	*
NC_001491.2	-	CAGE_cluster_1759	111.819300011	1	114913	114913	1	114913	114913	1	NC_001491.2:114913-114913;-	TSS	0	114913	114913	114913	114913	*
NC_001491.2	-	CAGE_cluster_1760	269.1065662	1	115050	115050	1	115050	115050	1	NC_001491.2:115050-115050;-	TSS	0	115050	115050	115050	115050	*
NC_001491.2	-	CAGE_cluster_1761	111.819300011	1	115205	115205	1	115205	115205	1	NC_001491.2:115205-115205;-	TSS	0	115205	115205	115205	115205	*
NC_001491.2	-	CAGE_cluster_1762	197.745699031	1	115444	115444	1	115444	115444	1	NC_001491.2:115444-115444;-	TSS	0	115444	115444	115444	115444	*
NC_001491.2	-	CAGE_cluster_1763	302.909228319	2	115581	115587	7	115587	115587	1	NC_001491.2:115581-115587;-	TSS	0	115587	115581	115581	115587	*
NC_001491.2	-	CAGE_cluster_1764	105.163529288	1	115615	115615	1	115615	115615	1	NC_001491.2:115615-115615;-	TSS	0	115615	115615	115615	115615	*
NC_001491.2	-	CAGE_cluster_1765	267.243608373	2	115734	115734	1	115734	115734	1	NC_001491.2:115734-115734;-	TSS	0	115734	115734	115734	115734	*
NC_001491.2	-	CAGE_cluster_1766	105.163529288	1	116218	116218	1	116218	116218	1	NC_001491.2:116218-116218;-	TSS	0	116218	116218	116218	116218	*
NC_001491.2	-	CAGE_cluster_1767	197.745699031	1	116978	116978	1	116978	116978	1	NC_001491.2:116978-116978;-	TSS	0	116978	116978	116978	116978	*
NC_001491.2	-	CAGE_cluster_1768	395.491398062	2	117075	117089	15	117075	117075	1	NC_001491.2:117075-117089;-	TSS	0	117089	117075	117075	117089	*
NC_001491.2	-	CAGE_cluster_1769	762.776506484	1	117299	117299	1	117299	117299	1	NC_001491.2:117299-117299;-	TSS	0	117299	117299	117299	117299	*
NC_001491.2	-	CAGE_cluster_1770	269.1065662	1	117389	117389	1	117389	117389	1	NC_001491.2:117389-117389;-	TSS	0	117389	117389	117389	117389	*
NC_001491.2	-	CAGE_cluster_1771	458.333536681	3	117422	117428	7	117422	117422	1	NC_001491.2:117422-117428;-	TSS	0	117428	117422	117422	117428	**
NC_001491.2	-	CAGE_cluster_1772	421.384299053	2	117477	117479	3	117477	117477	1	NC_001491.2:117477-117479;-	TSS	0	117479	117477	117477	117479	*
NC_001491.2	-	CAGE_cluster_1773	197.745699031	1	117520	117520	1	117520	117520	1	NC_001491.2:117520-117520;-	TSS	0	117520	117520	117520	117520	*
NC_001491.2	-	CAGE_cluster_1774	105.163529288	1	117628	117628	1	117628	117628	1	NC_001491.2:117628-117628;-	TSS	0	117628	117628	117628	117628	*
NC_001491.2	-	CAGE_cluster_1775	11075.494764475	9	117662	117674	13	117667	117667	1	NC_001491.2:117662-117674;-	TSS	0	117674	117662	117662	117674	***
NC_001491.2	-	CAGE_cluster_1776	453.514739229	1	118102	118102	1	118102	118102	1	NC_001491.2:118102-118102;-	TSS	0	118102	118102	118102	118102	*
NC_001491.2	-	CAGE_cluster_1777	111.819300011	1	118133	118133	1	118133	118133	1	NC_001491.2:118133-118133;-	TSS	0	118133	118133	118133	118133	*
NC_001491.2	-	CAGE_cluster_1778	269.1065662	1	118230	118230	1	118230	118230	1	NC_001491.2:118230-118230;-	TSS	0	118230	118230	118230	118230	*
NC_001491.2	-	CAGE_cluster_1779	197.745699031	1	118488	118488	1	118488	118488	1	NC_001491.2:118488-118488;-	TSS	0	118488	118488	118488	118488	*
NC_001491.2	-	CAGE_cluster_1780	544.365813827	1	118525	118525	1	118525	118525	1	NC_001491.2:118525-118525;-	TSS	0	118525	118525	118525	118525	*
NC_001491.2	-	CAGE_cluster_1781	155.424308362	1	118728	118728	1	118728	118728	1	NC_001491.2:118728-118728;-	TSS	0	118728	118728	118728	118728	*
NC_001491.2	-	CAGE_cluster_1782	6134.170306508	8	118756	118782	27	118756	118756	1	NC_001491.2:118756-118782;-	TSS	0	118782	118756	118756	118782	***
NC_001491.2	-	CAGE_cluster_1783	732.232915777	3	119681	119700	20	119681	119681	1	NC_001491.2:119681-119700;-	TSS	0	119700	119681	119681	119700	**
NC_001491.2	-	CAGE_cluster_1784	372.407137661	3	119721	119739	19	119721	119721	1	NC_001491.2:119721-119739;-	TSS	0	119739	119721	119721	119739	**
NC_001491.2	-	CAGE_cluster_1785	453.514739229	1	119978	119978	1	119978	119978	1	NC_001491.2:119978-119978;-	TSS	0	119978	119978	119978	119978	*
NC_001491.2	-	CAGE_cluster_1786	216.982829299	2	120126	120126	1	120126	120126	1	NC_001491.2:120126-120126;-	TSS	0	120126	120126	120126	120126	*
NC_001491.2	-	CAGE_cluster_1787	197.745699031	1	120175	120175	1	120175	120175	1	NC_001491.2:120175-120175;-	TSS	0	120175	120175	120175	120175	*
NC_001491.2	-	CAGE_cluster_1788	269.1065662	1	120295	120295	1	120295	120295	1	NC_001491.2:120295-120295;-	TSS	0	120295	120295	120295	120295	*
NC_001491.2	-	CAGE_cluster_1789	466.272925086	1	120389	120391	3	120391	120391	1	NC_001491.2:120389-120391;-	TSS	0	120391	120389	120389	120391	*
NC_001491.2	-	CAGE_cluster_1790	111.819300011	1	120878	120878	1	120878	120878	1	NC_001491.2:120878-120878;-	TSS	0	120878	120878	120878	120878	*
NC_001491.2	-	CAGE_cluster_1791	466.852265231	2	121180	121191	12	121180	121180	1	NC_001491.2:121180-121191;-	TSS	0	121191	121180	121180	121191	*
NC_001491.2	-	CAGE_cluster_1792	197.745699031	1	121374	121374	1	121374	121374	1	NC_001491.2:121374-121374;-	TSS	0	121374	121374	121374	121374	*
NC_001491.2	-	CAGE_cluster_1793	105.163529288	1	121511	121511	1	121511	121511	1	NC_001491.2:121511-121511;-	TSS	0	121511	121511	121511	121511	*
NC_001491.2	-	CAGE_cluster_1794	197.745699031	1	121626	121626	1	121626	121626	1	NC_001491.2:121626-121626;-	TSS	0	121626	121626	121626	121626	*
NC_001491.2	-	CAGE_cluster_1795	111.819300011	1	121830	121830	1	121830	121830	1	NC_001491.2:121830-121830;-	TSS	0	121830	121830	121830	121830	*
